square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
,"[-0.3, 0]",space,,,,,,,,,0.0,16.0,16.0,16.0,4195.035407899995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195.019470299943,4195.035407899995,4195.035407899995,4195.535449699964,4195.535449699964,4198.035595600028,4198.035595600028,4198.019802200026,space,1.0,0.8843474999302998,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,17.0,17.0,17.0,4198.035595600028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.0207175000105,4198.035595600028,4198.035595600028,4198.535783899948,4198.535783899948,4201.035507100052,4201.035507100052,4201.019540600013,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0.0,18.0,18.0,18.0,4201.035507100052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201.0201653999975,4201.035507100052,4201.035507100052,4201.535441000015,4201.535441000015,4204.035462599946,4204.035462599946,4204.019601500011,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,4204.035462599946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.020335600013,4204.035462599946,4204.035462599946,4204.535482099978,4204.535482099978,4207.035384600051,4207.035384600051,4207.01988399995,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,4207.035384600051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.020746800001,4207.035384600051,4207.035384600051,4207.535429600044,4207.535429600044,4210.0353486000095,4210.0353486000095,4210.019158600015,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,4210.0353486000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.019738700008,4210.0353486000095,4210.0353486000095,4210.535229500034,4210.535229500034,4213.035363700008,4213.035363700008,4213.019248900004,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,4213.035363700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.019821000053,4213.035363700008,4213.035363700008,4213.535338200047,4213.535338200047,4216.0353988000425,4216.0353988000425,4216.019515200052,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,4216.0353988000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.020199100021,4216.0353988000425,4216.0353988000425,4216.535358999972,4216.535358999972,4219.035256500007,4219.035256500007,4219.019053300028,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,4219.035256500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.019467800041,4219.035256500007,4219.035256500007,4219.535199600039,4219.535199600039,4222.035222099978,4222.035222099978,4222.019286599942,space,1.0,0.8432339000282809,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,4222.035222099978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222.020093900035,4222.035222099978,4222.035222099978,4222.535201800056,4222.535201800056,4225.035236899974,4225.035236899974,4225.01922310004,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,4225.035236899974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4225.019872699981,4225.035236899974,4225.035236899974,4225.5351781999925,4225.5351781999925,4228.035136600025,4228.035136600025,4228.019551699981,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,4228.035136600025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4228.0203047000105,4228.035136600025,4228.035136600025,4228.535099099972,4228.535099099972,4231.035055299988,4231.035055299988,4231.018861199962,space,1.0,0.6892291000112891,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,4231.035055299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231.019490899984,4231.035055299988,4231.035055299988,4231.535077300039,4231.535077300039,4234.034988599946,4234.034988599946,4234.019157600007,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,4234.034988599946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234.019831900019,4234.034988599946,4234.034988599946,4234.535068799974,4234.535068799974,4237.034868999966,4237.034868999966,4237.019294199999,space,0.0,1.5788971000583842,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,4237.034868999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237.020089600002,4237.034868999966,4237.034868999966,4237.534942899947,4237.534942899947,4240.034990199958,4240.034990199958,4240.018958300003,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,4240.034990199958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.019591400051,4240.034990199958,4240.034990199958,4240.534973499947,4240.534973499947,4243.034998700023,4243.034998700023,4243.019297800027,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,4243.034998700023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243.020140300039,4243.034998700023,4243.034998700023,4243.534943099949,4243.534943099949,4246.034790899954,4246.034790899954,4246.019183899974,space,1.0,0.6411365999374539,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,4246.034790899954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246.020088399993,4246.034790899954,4246.034790899954,4246.534703399986,4246.534703399986,4249.034762299969,4249.034762299969,4249.019057999947,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,4249.034762299969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.019661600003,4249.034762299969,4249.034762299969,4249.534680000041,4249.534680000041,4252.034887199989,4252.034887199989,4252.019058499951,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,4252.034887199989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.019787200028,4252.034887199989,4252.034887199989,4252.534744299948,4252.534744299948,4255.034633000032,4255.034633000032,4255.018796900054,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,4255.034633000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.019385299995,4255.034633000032,4255.034633000032,4255.534606799949,4255.534606799949,4258.034601300024,4258.034601300024,4258.018457900034,space,1.0,0.4810982999624684,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,4258.034601300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.019158700015,4258.034601300024,4258.034601300024,4258.534649100038,4258.534649100038,4261.034598700004,4261.034598700004,4261.01877840003,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,4261.034598700004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261.019459999981,4261.034598700004,4261.034598700004,4261.534454199951,4261.534454199951,4264.034649200039,4264.034649200039,4264.018738099956,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,4264.034649200039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264.019460999989,4264.034649200039,4264.034649200039,4264.534379599965,4264.534379599965,4267.034400500008,4267.034400500008,4267.018392500002,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4267.018812000053,4267.034400500008,4270.034341900027,4270.018333400018,,,,,,,,
