square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,2326.2596078999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326.244197399996,2326.2596078999923,2326.2596078999923,2326.742939400021,2326.759829099989,2329.242995300039,2329.2431998000247,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,2329.2596992999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.2439932000125,2329.2596992999897,2329.2596992999897,2329.742927299987,2329.7596374000423,2332.2430387000204,2332.2432807000005,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,2332.25954540004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332.244124000019,2332.25954540004,2332.25954540004,2332.7431335999863,2332.75968300004,2335.2429839000106,2335.2431617000257,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,2335.2594914000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335.2437976000365,2335.2594914000365,2335.2594914000365,2335.742791900004,2335.759519300016,2338.2428481000243,2338.2430647999863,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,2338.2595165999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338.243917900021,2338.2595165999955,2338.2595165999955,2338.7427998000057,2338.759482500027,2341.24293930002,2341.243128700007,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,2341.259581900027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341.243878100009,2341.259581900027,2341.259581900027,2341.742733900028,2341.759326600004,2344.2428902999964,2344.243142399995,space,1.0,0.4211273999535478,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,2344.259223400033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.243942200032,2344.259223400033,2344.259223400033,2344.74285780004,2344.759431899991,2347.24270860001,2347.2428985000006,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,2347.259318099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.243634000013,2347.259318099997,2347.259318099997,2347.742715400004,2347.759399600036,2350.242650800036,2350.242792000005,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,2350.2589999000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.243184000021,2350.2589999000197,2350.2589999000197,2350.745629300014,2350.7590230000205,,2353.242812100041,space,1.0,0.3465834999806247,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,2353.259297800017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353.2436890000245,2353.259297800017,2353.259297800017,2353.7427124000387,2353.759282700019,2356.2425281000324,2356.242743799987,space,0.0,0.5836806000443175,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,2356.259175700019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356.2437815000303,2356.259175700019,2356.259175700019,2356.742470500001,2356.759268100024,2359.242657100025,2359.2428682000027,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,2359.259272800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359.243678800005,2359.259272800002,2359.259272800002,2359.742530299991,2359.759296300006,2362.242467700038,2362.242683699995,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,2362.2592347000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.243493999995,2362.2592347000027,2362.2592347000027,2362.7423428000184,2362.7590130000026,2365.242367000028,2365.2425479000085,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,2365.2590835000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.2432723999955,2365.2590835000155,2365.2590835000155,2365.742447299999,2365.759239100036,2368.242185799987,2368.242342600017,space,1.0,0.3144462000345811,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,2368.2588386000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.243056300038,2368.2588386000134,2368.2588386000134,2368.7423166999943,2368.7589782000287,2371.242227500013,2371.242417300004,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,2371.2589787000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.2431787000387,2371.2589787000325,2371.2589787000325,2371.741979499988,2371.7587255000253,2374.2422532000346,2374.24244110001,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,2374.2589094000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374.243154900032,2374.2589094000286,2374.2589094000286,2374.742148599995,2374.758946200018,2377.242140599992,2377.242341400008,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,2377.258869400015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.2431343999924,2377.258869400015,2377.258869400015,2377.742229900032,2377.7588889999897,2380.241952600016,2380.2421416,space,1.0,0.4219996000174433,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,2380.25875800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.243002200033,2380.25875800004,2380.25875800004,2380.741982700012,2380.7588224000065,2383.2420701000374,2383.242270699993,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,2383.258694900025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2383.2430541000213,2383.258694900025,2383.258694900025,2383.7419905000133,2383.758571400016,2386.2419992000214,2386.2422113000066,space,0.0,0.4925404000096023,None,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,2386.2586118000327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.243221700017,2386.2586118000327,2386.2586118000327,2386.741885400028,2386.758588800032,2389.241872699989,2389.242084700032,None,1.0,,,,,,nback65,1.0,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389.242672900029,2389.2587813999853,2392.24205130001,,,,,,,,
